"zcta","median_income","total_population","total_male_population","median_age","hispanic","white","black","asian","indigenous"
"ZCTA5 71325",31953,1518,611,36.5,0,762,520,0,0
"ZCTA5 71326",47014,718,317,56.3,0,353,353,0,0
"ZCTA5 71327",40814,5726,3334,34.8,144,2797,2524,11,11
"ZCTA5 71328",72669,7923,3796,36.8,131,7353,0,0,68
"ZCTA5 71330",NA,37,18,NA,0,37,0,0,0
"ZCTA5 71331",NA,897,402,41.8,47,793,9,0,0
"ZCTA5 71333",21696,756,469,34.8,0,511,227,0,0
"ZCTA5 71334",32500,10165,4850,35.9,263,4305,5306,55,1
"ZCTA5 71336",36528,1459,713,46.4,4,1311,132,0,0
"ZCTA5 71339",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71340",34375,1922,1367,35.1,62,1116,724,0,10
"ZCTA5 71341",47332,2990,1543,34.3,85,2210,542,3,25
"ZCTA5 71342",58772,7417,3895,39.7,419,5725,976,268,0
"ZCTA5 71343",50580,6383,3052,39.4,7,4744,1603,7,0
"ZCTA5 71345",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71346",43984,2360,1228,47.1,86,1678,555,0,9
"ZCTA5 71350",45015,4510,1876,39.8,36,2927,1274,151,12
"ZCTA5 71351",42878,12036,6407,34.3,304,7347,2573,80,256
"ZCTA5 71353",43629,1668,901,40.1,27,1121,469,0,0
"ZCTA5 71354",54583,1396,841,38.5,80,1279,7,0,16
"ZCTA5 71355",45050,2140,931,41.7,1,1692,384,0,11
"ZCTA5 71356",25625,539,375,35,135,249,158,0,0
"ZCTA5 71357",30556,1481,664,51.9,45,582,804,0,0
"ZCTA5 71358",38854,953,506,41.7,12,350,575,0,10
"ZCTA5 71359",NA,367,367,20,23,275,70,0,0
"ZCTA5 71360",60090,35832,17474,37.9,1052,26208,6474,319,82
"ZCTA5 71362",50139,1848,803,48.2,44,1712,45,0,0
"ZCTA5 71366",41774,1507,774,47.8,0,820,668,0,0
"ZCTA5 71367",60851,1562,853,44.3,71,1286,127,31,34
"ZCTA5 71368",35264,1232,567,41.9,28,562,604,0,0
"ZCTA5 71369",33796,2178,958,41.7,8,1390,681,0,0
"ZCTA5 71371",69375,2192,1070,34.3,25,2050,0,0,39
"ZCTA5 71373",40493,5583,2901,42.4,12,3999,1543,8,0
"ZCTA5 71375",22266,1139,510,37.8,84,307,696,34,0
"ZCTA5 71378",35516,2178,920,48.2,15,1368,775,0,0
"ZCTA5 71401",NA,24,11,NA,0,24,0,0,0
"ZCTA5 71403",71964,3864,1999,42.4,289,3252,89,37,93
"ZCTA5 71404",49537,678,313,44.5,0,524,118,7,0
"ZCTA5 71405",71984,5823,3052,33.1,103,5218,222,61,26
"ZCTA5 71406",2499,175,66,46.8,0,175,0,0,0
"ZCTA5 71407",NA,1287,611,46.9,0,1277,10,0,0
"ZCTA5 71409",56375,5449,2778,47.6,114,3863,1479,8,17
"ZCTA5 71410",NA,65,14,36.3,0,65,0,0,0
"ZCTA5 71411",29500,2653,1318,43.7,0,1617,797,0,95
"ZCTA5 71414",21776,327,195,25.9,0,9,318,0,0
"ZCTA5 71415",28816,255,141,53.2,0,125,117,0,0
"ZCTA5 71416",40000,1012,430,47.5,12,636,215,0,15
"ZCTA5 71417",47389,4943,2752,40.1,37,3334,1511,35,0
"ZCTA5 71418",31928,5363,2990,36.4,48,3803,1453,7,0
"ZCTA5 71419",55500,1770,843,46.4,105,1416,5,28,70
"ZCTA5 71422",45729,1670,760,36.1,0,1517,135,0,0
"ZCTA5 71423",61591,4631,2524,39.7,20,4117,161,0,0
"ZCTA5 71424",60682,1398,772,28.2,0,1398,0,0,0
"ZCTA5 71425",NA,24,10,NA,0,24,0,0,0
"ZCTA5 71426",35750,153,73,51.6,0,75,61,0,0
"ZCTA5 71427",23669,338,102,33.7,6,190,0,0,0
"ZCTA5 71428",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71429",46426,2850,1410,46.4,36,2344,343,1,66
"ZCTA5 71430",48188,2491,1166,39,730,1517,170,1,63
"ZCTA5 71432",53050,847,382,38.7,24,784,0,1,0
"ZCTA5 71433",43281,3927,2095,37.8,431,2616,536,233,53
"ZCTA5 71434",NA,47,19,62.4,0,45,0,0,0
"ZCTA5 71435",66848,3672,1769,43.8,34,3135,387,0,0
"ZCTA5 71438",62644,1150,604,51.3,14,1126,0,0,0
"ZCTA5 71439",46910,2061,994,29,3,1987,0,0,26
"ZCTA5 71441",160101,806,461,43.1,0,806,0,0,0
"ZCTA5 71446",55243,22152,11144,37.3,1534,15919,3190,496,372
"ZCTA5 71447",41719,1071,517,44.2,43,880,0,0,112
"ZCTA5 71449",36284,9084,4433,43,185,6496,1667,26,162
"ZCTA5 71450",40298,807,276,52.3,218,554,27,0,4
"ZCTA5 71452",27862,156,97,28.4,0,25,101,0,0
"ZCTA5 71454",54127,2570,1195,41.7,86,1921,304,0,0
"ZCTA5 71455",NA,205,47,12.1,0,205,0,0,0
"ZCTA5 71456",89150,949,603,57.2,11,378,253,0,1
"ZCTA5 71457",43057,25608,12349,32.2,506,11360,12670,182,70
"ZCTA5 71459",51967,10402,6085,23,2297,5215,1983,238,32
"ZCTA5 71461",50265,2197,1042,35.8,196,727,852,66,2
"ZCTA5 71462",41852,1557,897,40.1,205,742,40,3,270
"ZCTA5 71463",51250,9312,5567,40,1096,5864,1943,48,104
"ZCTA5 71465",59600,3509,1818,33.7,86,2920,308,0,0
"ZCTA5 71466",46379,421,253,32.4,0,420,0,0,0
"ZCTA5 71467",57330,8421,5424,36.5,1013,5749,1399,39,205
"ZCTA5 71468",77260,514,242,59.5,0,498,5,0,0
"ZCTA5 71469",34444,2684,1493,37.5,141,2337,103,0,63
"ZCTA5 71472",NA,138,50,26.6,0,94,0,44,0
"ZCTA5 71473",31483,482,267,28,2,454,0,0,2
"ZCTA5 71474",85962,368,173,43.5,10,350,0,1,0
"ZCTA5 71475",NA,14,7,31.5,0,14,0,0,0
"ZCTA5 71479",54861,592,339,32.3,2,564,16,10,0
"ZCTA5 71480",54375,1219,953,39.5,50,683,432,0,19
"ZCTA5 71483",45000,9636,5318,40.2,442,5392,3665,27,17
"ZCTA5 71485",82917,3046,1388,32.5,91,2493,365,0,17
"ZCTA5 71486",45446,5232,2627,37,343,2542,849,19,755
"ZCTA5 71497",2499,1392,436,19.5,134,631,597,27,0
"ZCTA5 71601",34870,13550,6352,33.3,338,1681,11023,88,22
"ZCTA5 71602",61863,15573,7721,38.3,705,9122,4905,260,27
"ZCTA5 71603",48180,30604,15173,40.7,235,10313,19149,89,26
"ZCTA5 71630",39038,510,276,52.4,0,285,225,0,0
"ZCTA5 71631",43527,579,369,51.2,23,477,62,0,0
"ZCTA5 71635",49936,10481,4868,44,235,6984,3055,19,33
"ZCTA5 71638",35019,3294,1758,45.2,89,1265,1850,13,4
"ZCTA5 71639",38008,5285,2378,38.6,527,1708,2993,25,8
"ZCTA5 71640",27035,2533,1228,49,155,295,2036,0,0
"ZCTA5 71642",67731,1099,592,46.5,0,886,139,6,0
"ZCTA5 71643",30000,5389,4868,41,308,1927,3122,0,22
"ZCTA5 71644",70357,418,186,66.4,0,151,238,0,0
"ZCTA5 71646",37444,6405,3150,38.6,770,4801,771,0,0
"ZCTA5 71647",33906,1431,610,35.4,155,965,256,0,0
"ZCTA5 71651",NA,47,37,60.8,0,46,1,0,0
"ZCTA5 71652",43750,961,395,37.1,0,655,302,0,2
"ZCTA5 71653",53464,4640,2256,42.5,401,2549,1616,13,0
"ZCTA5 71654",41020,4459,2351,37.6,199,2269,1817,0,0
"ZCTA5 71655",44767,14296,6886,37.3,598,9266,3899,125,8
"ZCTA5 71658",41500,447,230,46.5,8,264,178,0,0
"ZCTA5 71659",NA,10,10,NA,0,0,10,0,0
"ZCTA5 71660",NA,852,403,44.8,0,685,167,0,0
"ZCTA5 71661",26875,164,79,28.5,6,59,105,0,0
"ZCTA5 71662",NA,58,34,22.8,34,8,16,0,0
"ZCTA5 71663",44792,626,340,44.3,145,335,138,0,10
"ZCTA5 71665",50855,5191,2352,45.2,0,4455,523,0,0
"ZCTA5 71666",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71667",56117,7020,3194,37.5,266,5832,619,0,40
"ZCTA5 71670",40955,1056,452,47.9,49,699,306,0,0
"ZCTA5 71671",44324,8852,4248,40.3,1496,4663,2403,6,488
"ZCTA5 71674",38500,570,267,56.1,0,540,30,0,0
"ZCTA5 71675",40677,1612,730,40.6,43,927,588,0,0
"ZCTA5 71676",34821,550,219,59.1,0,160,390,0,0
"ZCTA5 71677",NA,91,42,44.9,0,13,72,0,0
"ZCTA5 71678",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71701",50341,18102,8910,38.7,752,9962,7031,8,32
"ZCTA5 71720",45256,2192,1063,53.2,63,1243,863,0,0
"ZCTA5 71721",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71722",33472,40,28,74.6,0,26,14,0,0
"ZCTA5 71724",38824,308,164,46.7,0,201,94,0,2
"ZCTA5 71725",43125,220,126,62,3,52,168,0,0
"ZCTA5 71726",29367,913,504,56.7,0,333,555,8,0
"ZCTA5 71728",NA,27,16,38.7,0,21,0,0,0
"ZCTA5 71730",50745,29287,14340,39.5,1458,17428,9488,241,50
"ZCTA5 71740",64028,1669,857,30.6,83,1077,429,0,34
"ZCTA5 71742",36900,4799,2236,42,84,2135,2441,0,0
"ZCTA5 71743",48896,3371,1670,41.2,250,2347,715,0,7
"ZCTA5 71744",61445,2816,1382,46.7,16,2226,486,0,21
"ZCTA5 71745",70577,141,61,44.1,0,63,78,0,0
"ZCTA5 71747",35500,821,373,59.8,0,336,482,0,0
"ZCTA5 71748",120417,74,51,38.5,0,74,0,0,0
"ZCTA5 71749",63654,2886,1251,47.3,152,1805,868,0,0
"ZCTA5 71751",67813,529,242,48.8,0,324,205,0,0
"ZCTA5 71752",36719,673,312,35.3,0,376,273,0,0
"ZCTA5 71753",45731,16388,7841,31.7,534,9545,5880,104,70
"ZCTA5 71758",58788,194,107,39.4,0,184,10,0,0
"ZCTA5 71759",NA,387,188,55,6,342,32,0,0
"ZCTA5 71762",48828,2988,1555,44,0,2224,669,0,0
"ZCTA5 71763",75494,1712,953,51.1,0,1292,361,4,0
"ZCTA5 71764",55461,1403,646,46.9,0,704,660,0,0
"ZCTA5 71765",36412,2344,1123,44.3,15,1082,1168,58,0
"ZCTA5 71766",70119,602,306,55.3,0,454,139,0,0
"ZCTA5 71770",44524,3304,1649,47.3,48,1876,1380,0,0
"ZCTA5 71772",102500,19,12,31.5,0,19,0,0,0
"ZCTA5 71801",45298,15521,7530,38.3,2436,7799,4950,38,155
"ZCTA5 71820",250001,117,68,38.2,0,117,0,0,0
"ZCTA5 71822",64583,7629,3614,45.1,237,5610,1402,27,42
"ZCTA5 71823",NA,75,29,18.7,0,46,0,0,25
"ZCTA5 71825",71471,441,234,32.6,51,335,54,0,0
"ZCTA5 71826",44844,1254,637,41.7,172,737,340,0,0
"ZCTA5 71827",56971,738,409,55,3,461,239,13,0
"ZCTA5 71831",NA,94,48,69.8,0,20,74,0,0
"ZCTA5 71832",54185,10586,5227,34.7,4813,4643,501,0,361
"ZCTA5 71833",31466,2088,1099,44.7,4,2042,16,0,10
"ZCTA5 71834",63140,1704,748,53.8,0,1333,281,0,74
"ZCTA5 71835",55474,1147,632,43.8,1,983,124,0,0
"ZCTA5 71836",53292,3306,1711,39.7,211,2108,777,0,40
"ZCTA5 71837",63936,4570,2393,38.1,247,4155,20,0,112
"ZCTA5 71838",36471,1121,507,58.3,0,586,520,0,0
"ZCTA5 71839",31029,260,152,49.7,0,144,116,0,0
"ZCTA5 71841",NA,698,366,44.6,35,629,0,1,6
"ZCTA5 71842",53288,1962,1046,39.3,545,1212,18,43,10
"ZCTA5 71845",36339,1629,844,49.5,26,951,638,0,6
"ZCTA5 71846",47500,2662,1340,32.1,65,2260,233,0,12
"ZCTA5 71847",28750,265,88,43.8,0,143,102,0,0
"ZCTA5 71851",47098,1894,824,40.7,207,782,865,0,0
"ZCTA5 71852",51176,9688,4750,38.6,1497,6109,1815,104,17
"ZCTA5 71853",19813,242,140,59,18,200,22,0,0
"ZCTA5 71854",46207,36148,17964,39.8,1358,22982,10336,148,185
"ZCTA5 71855",42232,206,91,63.6,1,85,105,0,0
"ZCTA5 71857",41773,5515,2566,39.8,342,3265,1786,0,10
"ZCTA5 71858",47000,1718,878,49.3,0,982,707,0,0
"ZCTA5 71859",30833,296,93,63.8,0,279,17,0,0
"ZCTA5 71860",34524,2205,1068,43,20,972,918,61,11
"ZCTA5 71861",51125,1817,1017,56.6,20,1569,220,0,0
"ZCTA5 71862",35272,700,358,46.6,9,241,441,0,0
"ZCTA5 71864",NA,67,33,50.6,0,38,29,0,0
"ZCTA5 71865",61250,233,92,45.1,16,132,37,0,0
"ZCTA5 71866",NA,497,224,35.2,0,453,0,0,44
"ZCTA5 71901",51863,30023,14763,42.5,2414,21826,3932,253,234
"ZCTA5 71909",66754,18998,9173,67.8,229,17885,132,50,30
"ZCTA5 71913",54836,46227,21749,42,3168,36875,3924,441,209
"ZCTA5 71921",54333,3594,1682,34.4,287,3106,27,0,0
"ZCTA5 71922",30789,207,118,17.5,4,138,57,0,0
"ZCTA5 71923",48602,14400,6729,32.2,619,9526,3810,23,10
"ZCTA5 71929",47905,4278,2339,46.4,126,4131,0,1,33
"ZCTA5 71933",43250,1074,604,40.6,0,1062,0,0,0
"ZCTA5 71935",37604,597,297,57.1,5,578,5,0,0
"ZCTA5 71937",48643,2370,1194,41,31,2073,0,0,75
"ZCTA5 71940",50382,1433,737,46.9,23,1221,74,4,3
"ZCTA5 71941",64360,2274,1215,43.2,27,2191,3,1,9
"ZCTA5 71942",74750,169,84,34.5,0,153,0,0,3
"ZCTA5 71943",40476,3760,1919,45.5,624,2964,38,65,23
"ZCTA5 71944",64500,851,399,32.1,157,669,0,0,0
"ZCTA5 71945",31719,1234,562,46.7,51,1087,13,0,32
"ZCTA5 71949",25167,843,427,58.6,0,753,0,0,29
"ZCTA5 71950",83672,748,377,51.7,0,719,0,20,0
"ZCTA5 71952",NA,44,30,68.2,0,44,0,0,0
"ZCTA5 71953",51642,13159,6454,47.6,419,12016,12,34,186
"ZCTA5 71956",47500,1348,591,47.7,43,1176,49,0,0
"ZCTA5 71957",45781,2876,1408,57.4,35,2764,21,0,14
"ZCTA5 71958",42434,2258,1147,46,108,1819,241,4,0
"ZCTA5 71959",NA,805,337,32.6,0,805,0,0,0
"ZCTA5 71960",49281,1289,632,42.1,20,1119,27,0,6
"ZCTA5 71961",41659,1313,713,48.3,118,1165,0,7,6
"ZCTA5 71962",32386,853,419,42.1,0,371,482,0,0
"ZCTA5 71964",53976,4961,2399,46.7,49,4765,0,0,47
"ZCTA5 71965",NA,230,105,41.4,27,203,0,0,0
"ZCTA5 71968",74359,4668,2448,48.3,347,4160,36,3,0
"ZCTA5 71969",40000,205,94,57.5,21,173,11,0,12
"ZCTA5 71970",61635,726,347,35.4,12,653,0,0,37
"ZCTA5 71971",55307,405,167,55.2,0,405,0,0,0
"ZCTA5 71972",64038,401,201,31.6,17,313,0,0,14
"ZCTA5 71973",40921,1468,748,29.7,613,834,0,0,0
"ZCTA5 71998",NA,779,398,20.3,30,526,101,108,0
"ZCTA5 71999",NA,480,93,20.3,18,371,65,9,0
"ZCTA5 72001",30850,598,351,50.2,0,572,0,0,0
"ZCTA5 72002",77552,20896,10388,34.1,1628,13686,4819,18,34
"ZCTA5 72003",68750,791,361,39.8,148,589,44,0,0
"ZCTA5 72004",36850,798,445,46.7,62,141,595,0,0
"ZCTA5 72005",36563,58,37,52.3,0,42,0,0,0
"ZCTA5 72006",51952,2175,1098,46.4,18,1287,806,0,1
"ZCTA5 72007",78608,10507,5105,34.8,548,9598,108,147,27
"ZCTA5 72010",51645,5599,2988,40.5,308,5056,21,0,11
"ZCTA5 72011",77726,4813,2499,38.5,451,4202,33,0,13
"ZCTA5 72012",59120,13133,6569,37.4,422,11951,194,47,24
"ZCTA5 72013",51667,1885,984,47.8,0,1776,0,0,81
"ZCTA5 72014",NA,54,32,38.5,0,50,0,0,0
"ZCTA5 72015",63825,27298,13671,37.9,973,22365,2846,69,15
"ZCTA5 72016",51302,3062,1547,40.5,190,2823,10,7,2
"ZCTA5 72017",26250,359,203,49.8,0,285,71,0,0
"ZCTA5 72019",82751,29529,14300,38.7,1726,25044,810,969,72
"ZCTA5 72020",43036,3256,1797,46,23,2876,7,3,0
"ZCTA5 72021",36227,3593,1819,46.4,0,1899,1660,9,0
"ZCTA5 72022",77033,18153,8235,36.9,374,13836,2830,332,38
"ZCTA5 72023",72637,36042,17875,36.6,1570,31104,1079,688,0
"ZCTA5 72024",53569,4068,1983,41.6,0,3620,311,0,11
"ZCTA5 72025",51944,787,395,46.3,5,733,12,0,0
"ZCTA5 72026",51250,261,184,41,0,61,196,0,0
"ZCTA5 72027",58981,1171,550,47.8,0,1070,52,0,0
"ZCTA5 72028",NA,0,0,NA,0,0,0,0,0
"ZCTA5 72029",30089,1678,713,45.3,0,1088,513,13,9
"ZCTA5 72030",36061,680,369,55.7,29,452,199,0,0
"ZCTA5 72031",45556,7097,3438,44.2,317,6550,39,7,51
"ZCTA5 72032",59410,34900,16928,33.5,2320,25857,5119,151,106
"ZCTA5 72034",57081,48286,23384,31.2,1636,35582,8046,980,37
"ZCTA5 72035",NA,2055,792,19.3,127,1350,449,54,12
"ZCTA5 72036",17063,540,273,54.7,1,131,381,0,0
"ZCTA5 72038",58750,87,50,71.8,0,79,8,0,0
"ZCTA5 72039",53542,2213,1223,42.9,14,1859,253,0,0
"ZCTA5 72040",35660,2485,1157,52.1,63,2110,193,0,0
"ZCTA5 72041",42841,1130,561,55,0,906,218,0,0
"ZCTA5 72042",56010,5043,2482,45.3,272,4210,497,0,0
"ZCTA5 72044",57642,1192,509,52.4,0,1093,0,0,73
"ZCTA5 72045",68750,1234,604,51,50,1180,0,0,0
"ZCTA5 72046",56875,4100,2073,44.7,231,2735,925,27,26
"ZCTA5 72047",53935,758,382,34.5,5,683,0,0,0
"ZCTA5 72048",146875,120,65,52.7,0,120,0,0,0
"ZCTA5 72051",42632,537,306,42.7,0,457,0,0,9
"ZCTA5 72052",61875,119,66,49.9,18,101,0,0,0
"ZCTA5 72053",NA,0,0,NA,0,0,0,0,0
"ZCTA5 72055",66364,629,283,43.1,0,529,65,0,10
"ZCTA5 72057",NA,1194,507,41.9,0,1194,0,0,0
"ZCTA5 72058",79985,18083,8932,35.5,900,16465,76,57,99
"ZCTA5 72059",NA,13,8,NA,0,13,0,0,0
"ZCTA5 72060",39583,546,299,40.4,16,530,0,0,0
"ZCTA5 72061",65833,122,61,54.7,0,117,0,0,0
"ZCTA5 72063",31500,1981,1211,40.5,0,1844,5,0,46
"ZCTA5 72064",61827,2797,1406,42.1,36,2260,375,17,4
"ZCTA5 72065",65426,5853,2869,37.3,144,4821,678,35,50
"ZCTA5 72066",NA,237,117,56.5,72,165,0,0,0
"ZCTA5 72067",53273,2677,1387,54.8,52,2443,3,0,5
"ZCTA5 72068",57426,833,352,31.2,32,652,0,2,0
"ZCTA5 72069",60863,1074,499,44.5,0,310,739,0,0
"ZCTA5 72070",80227,1920,1076,44.3,0,1721,183,0,5
"ZCTA5 72072",42045,283,141,54.4,1,275,7,0,0
"ZCTA5 72073",69219,887,471,35.5,5,778,95,0,0
"ZCTA5 72074",86389,142,69,39.3,0,129,0,0,0
"ZCTA5 72075",NA,12,10,NA,0,12,0,0,0
"ZCTA5 72076",51560,39284,19007,36.2,2202,20167,14272,796,144
"ZCTA5 72079",NA,413,170,62.8,0,384,29,0,0
"ZCTA5 72080",27083,418,207,40.1,0,414,0,0,0
"ZCTA5 72081",49615,7813,3881,42.6,537,6765,43,104,0
"ZCTA5 72082",28569,2091,1048,37.5,275,1267,374,0,4
"ZCTA5 72083",40625,239,99,50,29,111,96,0,0
"ZCTA5 72084",45250,1215,670,31.2,180,876,154,0,2
"ZCTA5 72085",57500,232,107,40.8,0,213,0,9,0
"ZCTA5 72086",54258,11761,5880,38.4,775,9126,1203,27,16
"ZCTA5 72087",39750,1513,785,47.6,13,1465,24,1,7
"ZCTA5 72088",58257,2333,999,68.2,149,2047,20,18,2
"ZCTA5 72099",NA,673,597,21.8,127,314,167,51,0
"ZCTA5 72101",54500,3229,1578,42.9,12,2696,468,0,0
"ZCTA5 72102",56204,2619,1268,54.8,212,2208,64,3,0
"ZCTA5 72103",60198,14079,7131,38.9,2419,8315,2864,8,73
"ZCTA5 72104",50787,23494,12648,41.5,1096,17965,3660,76,40
"ZCTA5 72106",52118,5844,3124,44.3,84,4934,248,22,55
"ZCTA5 72107",51875,114,61,50.7,0,7,107,0,0
"ZCTA5 72108",NA,0,0,NA,0,0,0,0,0
"ZCTA5 72110",46720,11250,5250,38.4,636,8702,1473,0,12
"ZCTA5 72111",55822,1490,720,46.2,22,1468,19,0,0
"ZCTA5 72112",40096,10864,5219,38.4,476,7390,2008,73,7
"ZCTA5 72113",71351,26322,11882,36.8,1229,16186,6687,819,77
"ZCTA5 72114",24920,10214,5490,37.5,608,2240,7174,105,10
"ZCTA5 72116",74569,20838,10031,42.3,930,16010,2572,255,72
"ZCTA5 72117",38438,14452,6751,36.8,250,3556,9828,103,93
"ZCTA5 72118",45715,23056,11015,35.1,2183,10342,9469,22,162
"ZCTA5 72119",NA,0,0,NA,0,0,0,0,0
"ZCTA5 72120",73224,32815,15922,42.2,739,22142,8292,306,105
"ZCTA5 72121",37652,2753,1394,39.4,0,2578,0,2,0
"ZCTA5 72122",79028,1224,606,55.3,8,1208,0,0,0
"ZCTA5 72123",32344,292,129,42.5,0,216,66,0,0
"ZCTA5 72125",37500,713,355,43.4,27,647,1,0,0
"ZCTA5 72126",55848,3437,1676,44.4,83,3093,29,0,5
"ZCTA5 72127",58177,2393,1279,50.9,228,1712,339,85,6
"ZCTA5 72128",61184,761,417,45.4,6,717,6,0,5
"ZCTA5 72129",74444,1384,756,45.9,9,1252,116,0,0
"ZCTA5 72130",59821,439,206,24.8,0,382,0,0,0
"ZCTA5 72131",45137,3906,2070,54.5,69,3587,17,11,11
"ZCTA5 72132",63926,3507,1791,38.4,8,3101,186,86,0
"ZCTA5 72133",NA,16,16,NA,0,16,0,0,0
"ZCTA5 72134",76042,582,301,48.3,0,433,108,0,0
"ZCTA5 72135",84890,3245,1566,50.7,13,2934,141,9,0
"ZCTA5 72136",72817,2529,1260,35,0,2354,0,0,0
"ZCTA5 72137",48984,2429,1163,39.4,216,2135,0,0,0
"ZCTA5 72139",22895,289,135,39.9,2,282,1,0,2
"ZCTA5 72140",61071,309,196,36.9,32,270,3,0,0
"ZCTA5 72141",38125,517,296,38.3,0,517,0,0,0
"ZCTA5 72142",58462,2139,1118,55.1,59,1468,580,0,0
"ZCTA5 72143",49402,34692,16461,34.4,1706,28744,2668,497,110
"ZCTA5 72150",71395,12370,6150,39.7,371,11245,294,62,13
"ZCTA5 72152",NA,350,166,42.6,167,96,67,0,0
"ZCTA5 72153",46198,3823,1990,37.8,54,3687,0,25,3
"ZCTA5 72156",104500,508,236,56.6,0,497,0,0,0
"ZCTA5 72157",61375,1240,590,42.8,39,1064,59,0,0
"ZCTA5 72160",58865,9055,4279,38.2,192,5166,3440,8,36
"ZCTA5 72165",36167,121,61,43,0,121,0,0,0
"ZCTA5 72166",119688,205,98,61.9,0,205,0,0,0
"ZCTA5 72167",64286,1377,637,38.5,209,1139,0,0,0
"ZCTA5 72168",NA,2008,1824,40.7,72,816,1046,0,10
"ZCTA5 72169",63750,84,45,33.5,0,76,0,0,8
"ZCTA5 72170",55625,205,91,45.5,0,187,9,0,0
"ZCTA5 72173",69724,10246,5101,39.2,381,9390,79,8,23
"ZCTA5 72175",35508,392,166,37.9,3,46,343,0,0
"ZCTA5 72176",67380,8714,4375,32.5,288,7634,182,104,4
"ZCTA5 72178",22917,26,8,65.5,0,25,1,0,0
"ZCTA5 72179",55234,390,152,49.2,0,388,2,0,0
"ZCTA5 72180",NA,95,63,70.4,0,0,95,0,0
"ZCTA5 72181",NA,5,0,NA,0,5,0,0,0
"ZCTA5 72182",8750,29,24,22.8,0,29,0,0,0
"ZCTA5 72183",NA,773,773,36.4,42,343,355,0,0
"ZCTA5 72199",NA,16,16,NA,0,16,0,0,0
"ZCTA5 72201",83839,733,536,29,15,567,81,26,0
"ZCTA5 72202",46162,9597,4966,38.2,356,4287,4570,178,31
"ZCTA5 72204",38581,30348,14671,37.2,2289,5705,21278,202,29
"ZCTA5 72205",61959,21794,9627,37.8,508,14227,5667,544,107
"ZCTA5 72206",48588,22725,11209,40.6,1172,9889,10899,89,65
"ZCTA5 72207",89666,12100,5999,40.2,96,9996,1271,127,86
"ZCTA5 72209",40161,32095,14921,31.3,8199,3267,20122,36,336
"ZCTA5 72210",59618,14382,6597,39.3,492,7092,6127,128,16
"ZCTA5 72211",76503,23832,11440,35.2,996,14382,5751,2029,28
"ZCTA5 72212",111735,13556,6640,38.8,468,10973,1366,408,22
"ZCTA5 72223",99646,26558,12626,42.6,712,17454,5043,2456,42
"ZCTA5 72227",78542,10920,4849,39.4,546,7220,2690,58,15
"ZCTA5 72301",41022,24404,10868,33.4,520,7777,15177,153,29
"ZCTA5 72311",58958,56,17,60.3,2,50,4,0,0
"ZCTA5 72313",NA,0,0,NA,0,0,0,0,0
"ZCTA5 72315",47305,20255,9341,37.8,796,9960,8818,111,48
"ZCTA5 72320",NA,1475,1446,36.6,26,629,804,0,9
"ZCTA5 72322",32750,75,47,41.6,0,34,25,0,0
"ZCTA5 72324",42734,2029,1032,45.7,18,1749,41,5,0
"ZCTA5 72325",NA,11,5,25.6,8,3,0,0,0
"ZCTA5 72326",48988,2446,1253,47.5,90,1718,632,0,10
"ZCTA5 72327",58750,1271,593,42.6,129,640,400,0,0
"ZCTA5 72328",NA,62,43,57.3,0,62,0,0,0
"ZCTA5 72329",NA,0,0,NA,0,0,0,0,0
"ZCTA5 72330",36739,533,307,36.9,47,380,97,0,0
"ZCTA5 72331",43594,2309,1091,40.5,7,563,1401,0,0
"ZCTA5 72332",20000,138,28,13.7,0,7,117,0,0
"ZCTA5 72333",39185,289,147,56.8,8,111,163,0,0
"ZCTA5 72335",40237,16320,9294,37.2,804,5209,9977,25,99
"ZCTA5 72338",NA,15,5,71.1,0,8,0,0,0
"ZCTA5 72339",28988,160,80,37.3,0,15,115,0,0
"ZCTA5 72340",NA,98,55,75.3,0,19,79,0,0
"ZCTA5 72341",48611,184,128,54.8,5,90,89,0,0
"ZCTA5 72342",35865,4133,1830,46.4,193,1127,2589,93,0
"ZCTA5 72346",24219,416,152,68.1,114,198,77,0,0
"ZCTA5 72347",48892,805,345,52.2,0,657,0,0,0
"ZCTA5 72348",46350,2315,1292,46.5,201,1251,725,4,0
"ZCTA5 72350",47344,1018,578,38,0,567,379,0,0
"ZCTA5 72351",50136,791,392,41.6,10,671,32,0,0
"ZCTA5 72352",NA,7,6,67.5,0,3,3,0,0
"ZCTA5 72353",NA,49,31,62.4,0,49,0,0,0
"ZCTA5 72354",41753,2255,1158,44.6,156,1750,150,0,0
"ZCTA5 72355",50714,2054,936,44.2,15,916,1115,0,0
"ZCTA5 72358",28438,1648,1012,35.6,177,700,659,0,9
"ZCTA5 72359",34545,321,180,45.9,28,0,293,0,0
"ZCTA5 72360",22933,5188,2251,41.9,81,1556,3494,0,0
"ZCTA5 72364",73762,16314,8210,35.1,741,8202,5781,184,36
"ZCTA5 72365",36587,2580,1228,44.6,223,1919,275,2,56
"ZCTA5 72366",50560,2017,951,45.6,89,892,1059,0,4
"ZCTA5 72367",NA,0,0,NA,0,0,0,0,0
