"zcta","median_income","total_population","total_male_population","median_age","hispanic","white","black","asian","indigenous"
"ZCTA5 70087",61216,7238,3367,37.3,970,2857,3332,0,0
"ZCTA5 70090",58534,7513,3455,39.7,296,2978,4227,0,0
"ZCTA5 70091",51354,286,177,32.6,76,185,11,0,7
"ZCTA5 70092",65855,7134,3130,40,455,3308,3134,5,149
"ZCTA5 70094",46657,31405,15216,38.6,3413,11959,14460,867,139
"ZCTA5 70112",31250,4310,1832,34.2,112,1356,2471,264,0
"ZCTA5 70113",33598,9613,5159,39,1082,1808,6445,48,45
"ZCTA5 70114",40175,22010,9817,41.1,947,3855,16326,138,81
"ZCTA5 70115",91672,33069,16405,39.6,1533,20764,8246,837,87
"ZCTA5 70116",43226,10482,5796,44.3,835,4994,4230,39,17
"ZCTA5 70117",37472,25888,12710,40.5,812,7841,15924,78,37
"ZCTA5 70118",60636,36800,16595,32.3,2525,17381,13936,1591,138
"ZCTA5 70119",47507,36028,18413,37.8,2693,14653,16244,297,93
"ZCTA5 70121",56378,10956,5170,44.2,1082,7049,2480,207,12
"ZCTA5 70122",44750,35147,15584,40.4,1785,6105,25165,510,63
"ZCTA5 70123",78415,27633,13266,42.3,2280,20863,3222,601,31
"ZCTA5 70124",113525,20212,9800,38.7,2070,15651,1193,674,26
"ZCTA5 70125",56810,18475,8229,34.3,1234,5570,10396,419,141
"ZCTA5 70126",34621,30154,13664,33.7,1460,1270,26596,161,32
"ZCTA5 70127",37401,26153,12752,35.2,535,573,24360,169,9
"ZCTA5 70128",47937,22538,9506,38,127,870,19292,1314,0
"ZCTA5 70129",51500,10314,4767,38.3,1070,977,5387,2826,26
"ZCTA5 70130",78674,13202,6664,38.3,1009,7574,4120,148,4
"ZCTA5 70131",60157,25749,11926,40.9,1691,5878,16386,1142,19
"ZCTA5 70139",NA,0,0,NA,0,0,0,0,0
"ZCTA5 70148",2499,264,69,20.7,8,82,149,25,0
"ZCTA5 70163",NA,0,0,NA,0,0,0,0,0
"ZCTA5 70301",61296,47429,23619,36.5,1952,33281,9982,279,548
"ZCTA5 70310",NA,374,148,19.2,42,192,110,0,13
"ZCTA5 70339",46071,4769,2292,48.4,41,4566,47,8,0
"ZCTA5 70340",NA,132,66,NA,0,0,132,0,0
"ZCTA5 70341",34306,3848,1849,46,52,976,2753,0,9
"ZCTA5 70342",52083,4786,2287,34.6,275,3723,588,0,11
"ZCTA5 70343",75521,5118,2440,46.6,42,4703,0,0,202
"ZCTA5 70344",55956,5306,2937,37.5,73,4145,282,90,578
"ZCTA5 70345",60212,8692,4105,41.2,845,6795,99,49,473
"ZCTA5 70346",29220,9347,4478,35.7,139,2271,6734,55,0
"ZCTA5 70352",NA,398,215,41.5,24,374,0,0,0
"ZCTA5 70353",24706,768,488,45.2,71,352,0,0,345
"ZCTA5 70354",52688,4015,2094,41.8,489,3123,181,1,88
"ZCTA5 70355",52457,1331,752,35,0,1318,0,0,0
"ZCTA5 70356",40906,1634,844,51.7,31,807,679,0,0
"ZCTA5 70357",52580,2880,1399,43,146,2277,141,11,144
"ZCTA5 70358",NA,903,492,51,22,842,6,0,0
"ZCTA5 70359",50799,9843,4568,30.7,604,5054,3302,56,218
"ZCTA5 70360",82759,28470,14195,37.4,963,20531,5101,367,538
"ZCTA5 70363",44797,24886,12080,35.7,1275,14844,5535,458,1838
"ZCTA5 70364",69953,29691,14393,35.3,2457,19706,4481,282,2162
"ZCTA5 70372",44118,1967,971,50.1,189,1526,189,0,0
"ZCTA5 70373",67841,5845,2966,41.5,156,4913,103,52,252
"ZCTA5 70374",58514,6498,3173,41.2,526,5501,157,49,70
"ZCTA5 70375",74091,133,72,42.8,0,133,0,0,0
"ZCTA5 70377",48750,3762,2090,45.9,15,3168,23,0,433
"ZCTA5 70380",47406,20877,10699,41.1,3041,13890,2431,450,182
"ZCTA5 70390",54250,7336,3490,33.5,309,3886,2926,80,45
"ZCTA5 70391",NA,101,34,NA,0,101,0,0,0
"ZCTA5 70392",47692,8395,3795,34.4,168,4538,3163,88,63
"ZCTA5 70393",NA,151,61,33.6,0,110,41,0,0
"ZCTA5 70394",52083,14491,7046,43.4,193,10666,3151,179,61
"ZCTA5 70395",82944,3788,1905,41.2,170,2953,526,32,47
"ZCTA5 70397",121667,1046,438,50.8,116,822,0,0,15
"ZCTA5 70401",46669,20748,9888,28.6,1012,11073,7658,532,0
"ZCTA5 70402",NA,1943,843,19.6,45,921,926,38,13
"ZCTA5 70403",50153,31483,14977,34.9,1565,17279,11875,142,26
"ZCTA5 70420",76722,8391,4049,39.4,509,6519,823,35,56
"ZCTA5 70422",46363,13048,6314,41.3,334,6665,5441,52,26
"ZCTA5 70426",25885,5912,3584,41.9,103,2780,2817,12,42
"ZCTA5 70427",41890,17894,8911,40.2,778,10748,5683,46,24
"ZCTA5 70431",46671,5378,2771,46.8,94,5089,0,13,4
"ZCTA5 70433",76753,40598,19482,40.5,2483,32503,3881,457,421
"ZCTA5 70435",82467,20098,9739,41.1,393,17694,1469,0,0
"ZCTA5 70436",NA,339,208,49.8,0,57,282,0,0
"ZCTA5 70437",68380,7402,3409,50.1,418,6364,487,0,84
"ZCTA5 70438",46862,20345,9888,39.9,321,14851,4771,0,48
"ZCTA5 70441",39357,6093,3039,41.5,180,1768,4121,15,0
"ZCTA5 70442",107569,346,166,33.9,24,322,0,0,0
"ZCTA5 70443",55651,8139,3745,37.1,459,4499,2788,29,0
"ZCTA5 70444",59973,9883,4774,42,121,6338,2927,0,28
"ZCTA5 70445",67695,9391,5291,50.4,552,5843,2522,19,80
"ZCTA5 70446",72547,7208,3511,34.1,474,5908,584,0,0
"ZCTA5 70447",120305,17400,8778,36.9,1193,14830,301,74,217
"ZCTA5 70448",90475,26364,12922,38.9,1644,22362,993,659,48
"ZCTA5 70449",70662,2985,1635,48.2,0,2806,30,7,0
"ZCTA5 70450",41274,2332,1039,44.9,0,1737,589,0,1
"ZCTA5 70451",NA,69,69,NA,0,69,0,0,0
"ZCTA5 70452",63435,13281,7174,44.3,642,11812,566,37,51
"ZCTA5 70453",68348,1235,686,48.6,0,749,486,0,0
"ZCTA5 70454",65355,32111,16343,39,2187,23819,4905,128,10
"ZCTA5 70455",77546,2006,1199,53.8,12,1994,0,0,0
"ZCTA5 70456",44698,2389,1158,36.2,8,1118,1237,12,9
"ZCTA5 70457",NA,169,145,23,3,132,21,1,0
"ZCTA5 70458",67311,39555,18790,39.8,2440,27818,6445,590,557
"ZCTA5 70460",58535,21843,10102,38.1,1574,11930,6712,43,171
"ZCTA5 70461",84973,32229,15978,39,3190,17692,7869,1223,36
"ZCTA5 70462",55081,4884,2294,47.4,83,4217,413,48,0
"ZCTA5 70463",23375,104,46,68.4,0,82,19,0,0
"ZCTA5 70464",15304,184,54,36.4,0,184,0,0,0
"ZCTA5 70465",18269,638,306,23.9,0,16,600,0,0
"ZCTA5 70466",61457,10435,5356,33.6,776,6910,2336,21,12
"ZCTA5 70471",96250,23425,11636,43.8,1111,20747,207,663,328
"ZCTA5 70501",30378,27379,12967,37,678,5709,20179,75,30
"ZCTA5 70503",90286,29469,15141,37.6,1888,22215,2912,1338,69
"ZCTA5 70506",53426,39926,19372,35.4,3755,24979,8635,1191,53
"ZCTA5 70507",64383,18777,9114,36.8,394,9291,8201,91,26
"ZCTA5 70508",85006,39962,19616,37,1104,31314,4587,1294,20
"ZCTA5 70510",50594,23864,11248,39.3,895,15249,5874,746,36
"ZCTA5 70512",50281,10140,5109,38.1,551,7102,2315,13,0
"ZCTA5 70513",NA,90,40,51.5,0,26,0,0,0
"ZCTA5 70514",29580,1979,1085,37.7,0,398,1573,0,0
"ZCTA5 70515",47344,4314,2094,32.2,411,3113,503,16,0
"ZCTA5 70516",50102,1244,524,34.8,24,1060,84,0,0
"ZCTA5 70517",53012,26453,12698,37.3,787,16851,7671,296,47
"ZCTA5 70518",88824,15991,8416,34.5,543,11733,2710,561,15
"ZCTA5 70519",NA,40,40,NA,0,0,40,0,0
"ZCTA5 70520",56277,20619,10070,37.4,324,12211,7217,0,18
"ZCTA5 70522",NA,168,21,28.8,0,17,151,0,0
"ZCTA5 70523",85260,360,192,34.5,10,147,6,5,143
"ZCTA5 70524",NA,239,138,52.4,12,103,124,0,0
"ZCTA5 70525",47217,14689,7347,36.8,1051,10450,2791,35,235
"ZCTA5 70526",35934,17332,8772,38.2,174,12619,3623,63,0
"ZCTA5 70528",44383,2633,1215,43.9,173,2222,179,0,13
"ZCTA5 70529",59004,13329,6344,38,586,8799,3002,0,16
"ZCTA5 70531",85627,1534,637,36.3,0,1534,0,0,0
"ZCTA5 70532",42179,2541,1104,40.1,32,1505,612,0,262
"ZCTA5 70533",56667,7356,3808,37.4,459,6203,360,53,0
"ZCTA5 70534",46000,737,378,31.5,16,713,0,0,0
"ZCTA5 70535",46358,16892,8147,36.7,544,11446,4303,0,31
"ZCTA5 70537",93750,207,112,49.3,22,185,0,0,0
"ZCTA5 70538",47174,13342,6456,41.4,237,6620,5722,115,121
"ZCTA5 70541",62560,767,407,56.6,4,243,520,0,0
"ZCTA5 70542",59531,3338,1583,41.5,17,3110,188,0,0
"ZCTA5 70543",69417,4162,2006,37.7,82,3923,70,0,0
"ZCTA5 70544",55042,10612,4869,40.1,130,4479,4727,217,275
"ZCTA5 70546",49339,16526,8200,36,357,12888,2511,0,36
"ZCTA5 70548",57639,9202,4511,40.1,87,8423,374,1,0
"ZCTA5 70549",39715,3208,1573,39,171,2832,184,0,0
"ZCTA5 70550",NA,38,38,NA,0,38,0,0,0
"ZCTA5 70551",39232,728,313,28.4,0,553,175,0,0
"ZCTA5 70552",27331,1069,569,32.5,0,642,422,0,0
"ZCTA5 70554",25356,5128,2581,38.8,26,2931,1564,0,0
"ZCTA5 70555",68100,8745,4487,35.9,294,6754,1266,209,49
"ZCTA5 70556",110213,644,241,62.6,11,512,115,0,0
"ZCTA5 70558",NA,24,2,NA,0,2,22,0,0
"ZCTA5 70559",52679,3047,1630,28.8,1,3001,11,0,0
"ZCTA5 70560",45313,37763,18543,35.4,1974,19331,13532,879,59
"ZCTA5 70563",71826,19873,10203,40.6,838,14794,3561,334,39
"ZCTA5 70570",43750,38498,18164,37.3,1166,14702,21806,47,40
"ZCTA5 70575",NA,60,44,24.3,0,60,0,0,0
"ZCTA5 70576",33846,1386,837,36.2,178,970,71,4,0
"ZCTA5 70577",47549,3988,1921,40.4,147,2591,1067,24,0
"ZCTA5 70578",53884,16937,8395,37.5,300,12409,3815,4,13
"ZCTA5 70580",56415,130,113,46.9,0,130,0,0,0
"ZCTA5 70581",42155,1021,410,49.1,0,1021,0,0,0
"ZCTA5 70582",46258,19497,9882,41.9,271,12508,6041,118,82
"ZCTA5 70583",50806,9326,4752,40.8,1267,6273,1563,0,16
"ZCTA5 70584",58148,6965,3411,33.9,260,4534,1618,383,25
"ZCTA5 70585",30625,252,140,35.8,0,235,0,0,4
"ZCTA5 70586",35759,19474,9851,37.5,654,12320,5782,34,60
"ZCTA5 70589",46809,3208,1579,34.3,24,2033,1031,0,0
"ZCTA5 70591",83382,5313,2735,36.3,174,4130,879,0,0
"ZCTA5 70592",98110,29682,13735,33.6,1168,24484,2937,411,20
"ZCTA5 70601",48385,32936,15813,37,1110,9479,21158,226,26
"ZCTA5 70605",86068,40870,19331,34.9,2208,32685,3348,1502,142
"ZCTA5 70607",50358,28165,14575,34.8,1079,13593,11278,810,119
"ZCTA5 70609",NA,473,184,19.7,14,218,215,0,0
"ZCTA5 70611",96187,20383,10861,41.4,386,17217,2206,80,22
"ZCTA5 70615",42963,14204,7260,39.4,679,4927,7901,5,99
"ZCTA5 70629",NA,0,0,NA,0,0,0,0,0
"ZCTA5 70630",68440,2028,1037,43.4,217,1706,12,50,0
"ZCTA5 70631",NA,386,196,42,1,346,11,0,19
"ZCTA5 70632",NA,225,115,53.3,0,219,0,0,0
"ZCTA5 70633",75081,8373,4508,36.7,369,6855,705,0,0
"ZCTA5 70634",68331,25441,12740,37.5,1361,18357,3926,272,51
"ZCTA5 70637",118531,1046,626,42.3,0,1046,0,0,0
"ZCTA5 70638",49662,1156,531,34.1,65,1027,12,0,5
"ZCTA5 70639",80000,539,316,56.6,0,534,0,0,0
"ZCTA5 70640",18021,185,70,59,0,96,80,2,0
"ZCTA5 70643",NA,202,102,54.5,0,196,0,0,0
"ZCTA5 70644",19177,319,206,57.6,0,319,0,0,0
"ZCTA5 70645",98056,988,545,52.2,0,988,0,0,0
"ZCTA5 70646",NA,515,232,30.6,0,445,0,0,0
"ZCTA5 70647",66206,11770,5898,37.6,309,8775,2180,6,0
"ZCTA5 70648",53059,7364,4181,38.8,340,5011,1487,106,94
"ZCTA5 70650",NA,157,57,54.7,0,157,0,0,0
"ZCTA5 70651",NA,39,0,NA,0,39,0,0,0
"ZCTA5 70652",56638,2092,1143,38.5,0,2025,0,0,0
"ZCTA5 70653",61827,3528,1971,37.2,30,3217,215,0,15
"ZCTA5 70654",NA,170,49,31.2,0,169,0,0,0
"ZCTA5 70655",48061,2760,1253,29.9,21,1901,798,15,0
"ZCTA5 70656",57551,3143,1740,41.6,31,2945,0,0,46
"ZCTA5 70657",75500,4594,2300,40,128,4375,26,0,0
"ZCTA5 70658",64125,766,390,37.1,1,755,2,7,1
"ZCTA5 70659",60985,1473,669,32.8,185,1098,172,4,0
"ZCTA5 70660",68017,2185,1074,36,0,2019,166,0,0
"ZCTA5 70661",27219,1598,665,49.6,112,1291,0,18,44
"ZCTA5 70662",91250,540,352,35.8,0,511,0,0,0
"ZCTA5 70663",56276,30299,14431,37.1,1192,25145,2602,132,103
"ZCTA5 70665",82776,12405,5968,35.7,633,11237,78,94,18
"ZCTA5 70668",47618,6488,3280,35.3,653,5333,341,22,14
"ZCTA5 70669",64736,9640,4819,40,165,8052,961,218,11
"ZCTA5 70706",94375,22172,11193,36,806,19584,1027,128,5
"ZCTA5 70710",101450,6779,3255,30.1,18,3401,3243,47,0
"ZCTA5 70711",86008,5322,2948,34.6,353,4690,9,0,0
"ZCTA5 70712",82019,3897,3741,49.1,114,1249,2334,8,53
"ZCTA5 70714",61103,17817,8653,35.7,119,4641,12505,93,3
"ZCTA5 70715",47639,1227,619,35.2,318,473,436,0,0
"ZCTA5 70719",89375,3983,1993,36.8,354,2812,836,0,0
"ZCTA5 70721",2499,484,322,30.2,37,134,312,1,0
"ZCTA5 70722",74400,5100,2699,43.5,0,3292,1635,48,45
"ZCTA5 70723",49038,1103,568,33.8,1,331,771,0,0
"ZCTA5 70725",NA,725,352,59.2,0,68,657,0,0
"ZCTA5 70726",78119,60707,28267,35.6,3754,47428,7375,646,416
"ZCTA5 70729",137581,1027,605,32,0,774,253,0,0
"ZCTA5 70730",60759,3324,1428,46.5,8,1979,1328,0,0
"ZCTA5 70732",58967,1164,547,43.7,0,839,227,0,0
"ZCTA5 70733",79271,1413,810,39.3,4,1362,9,0,0
"ZCTA5 70734",124205,9775,4910,34.8,1638,6179,1706,297,0
"ZCTA5 70736",22813,724,531,31.1,22,390,312,0,0
"ZCTA5 70737",78946,45958,22838,37.5,3025,29190,11745,369,263
"ZCTA5 70739",101598,13654,7515,39.2,490,11684,772,82,16
"ZCTA5 70740",63875,982,460,37,0,900,78,0,0
"ZCTA5 70743",137923,706,330,32.6,0,706,0,0,0
"ZCTA5 70744",76979,5842,2932,41.5,317,5279,117,0,28
"ZCTA5 70747",NA,252,95,60.6,0,90,162,0,0
"ZCTA5 70748",59196,7351,4772,41.8,326,2911,3627,0,94
"ZCTA5 70749",40473,1258,616,42.8,56,1011,133,1,32
"ZCTA5 70750",33889,1398,662,42.3,0,1370,0,0,0
"ZCTA5 70752",87045,661,330,56.1,0,572,89,0,0
"ZCTA5 70753",30772,939,522,54.4,13,174,698,0,0
"ZCTA5 70754",65964,12483,6558,34.1,67,11919,228,17,0
"ZCTA5 70755",50543,1686,833,45.5,10,1615,50,0,0
"ZCTA5 70756",18706,747,449,14.9,0,741,6,0,0
"ZCTA5 70757",51168,1880,868,48.4,56,884,734,0,0
"ZCTA5 70759",NA,1385,574,43,60,857,450,0,8
"ZCTA5 70760",46939,6663,3417,42.2,6,2351,4089,62,0
"ZCTA5 70761",42150,358,171,59.8,2,206,142,0,0
"ZCTA5 70762",80625,804,345,32.5,95,572,101,0,0
"ZCTA5 70763",105579,4584,2118,40.1,50,3270,1259,5,0
"ZCTA5 70764",62892,15578,7229,42.1,349,7991,6133,0,0
"ZCTA5 70767",65669,15647,7733,40.9,547,7886,6970,82,0
"ZCTA5 70769",113521,48856,24214,34.6,2935,35845,7186,751,24
"ZCTA5 70770",96211,3246,1485,54,173,2972,34,65,1
"ZCTA5 70772",74271,1197,680,29.5,0,916,281,0,0
"ZCTA5 70773",NA,0,0,NA,0,0,0,0,0
"ZCTA5 70774",79893,10335,5075,38,40,9765,188,45,11
"ZCTA5 70775",72674,11073,6561,37.7,111,6568,4268,0,39
"ZCTA5 70776",65065,5826,3587,36.6,453,2373,2934,10,22
"ZCTA5 70777",73431,4365,2326,35.5,15,3555,706,0,13
"ZCTA5 70778",104988,3270,1676,37.5,59,2071,987,8,7
"ZCTA5 70780",139712,980,503,52.7,0,346,605,0,0
"ZCTA5 70782",37000,82,29,32.5,0,82,0,0,0
"ZCTA5 70783",112083,2290,1008,56.9,69,2065,156,0,0
"ZCTA5 70785",77222,22804,11621,37.4,297,20710,748,339,0
"ZCTA5 70786",NA,0,0,NA,0,0,0,0,0
"ZCTA5 70787",46288,229,127,44.6,0,28,201,0,0
"ZCTA5 70788",41914,4076,2031,36.3,69,1290,2702,0,0
"ZCTA5 70789",32702,778,282,47.8,0,124,632,10,0
"ZCTA5 70791",78977,30458,16133,36.9,275,16164,12702,373,35
"ZCTA5 70801",108750,274,90,34.3,0,137,99,38,0
"ZCTA5 70802",33025,24701,12296,32,656,4251,17930,1011,63
"ZCTA5 70803",NA,3281,1120,19,316,2022,794,111,0
"ZCTA5 70805",27556,24050,12067,35,527,522,22643,36,11
"ZCTA5 70806",52393,29532,13464,34.3,1128,14393,11713,367,52
"ZCTA5 70807",28615,16012,8477,33.9,129,307,14730,3,21
"ZCTA5 70808",71002,36716,16806,31.6,1170,25264,7271,1712,119
"ZCTA5 70809",79148,26684,13018,37.6,1213,16026,7236,1155,55
"ZCTA5 70810",91057,42219,20424,36.3,2017,24859,12437,1646,10
"ZCTA5 70811",38796,13359,5534,39.1,274,1314,11651,48,7
"ZCTA5 70812",38832,11011,5133,35.5,307,101,10661,0,0
"ZCTA5 70813",NA,1994,714,19.2,114,165,1595,0,0
"ZCTA5 70814",51733,11092,5801,39.8,763,981,9203,22,37
"ZCTA5 70815",56405,31423,14144,32.9,2729,8568,16224,2819,24
"ZCTA5 70816",64960,44610,21739,33.1,4410,17669,18543,1826,12
"ZCTA5 70817",99753,33478,15959,40,1053,22264,6722,1088,81
"ZCTA5 70818",73316,10155,4169,35.7,179,7454,1705,160,18
"ZCTA5 70819",75000,3983,1971,38,348,1217,2252,172,0
"ZCTA5 70820",43884,22540,10085,22.9,2087,12975,5588,1258,126
"ZCTA5 70825",NA,0,0,NA,0,0,0,0,0
"ZCTA5 70836",NA,256,29,36.1,5,63,164,18,0
"ZCTA5 71001",38043,4120,1787,42.3,167,1319,2503,0,26
"ZCTA5 71002",41827,155,87,54.9,0,112,16,0,12
"ZCTA5 71003",46635,663,337,53.4,0,496,163,0,0
"ZCTA5 71004",52188,438,212,41.5,14,312,89,0,0
"ZCTA5 71006",87495,15400,7483,41.7,607,11905,1340,82,235
"ZCTA5 71007",45837,1277,631,48,24,768,411,0,0
"ZCTA5 71008",33393,373,204,41.4,1,280,53,1,0
"ZCTA5 71009",27833,71,47,72.4,0,71,0,0,0
"ZCTA5 71016",35428,1463,708,34.8,7,1279,152,3,0
"ZCTA5 71018",35996,1221,488,32.7,0,755,454,0,2
"ZCTA5 71019",46522,7593,3828,37.2,136,4308,2897,0,0
"ZCTA5 71021",19779,501,249,42.8,0,59,437,0,0
"ZCTA5 71023",34917,2961,1632,48.6,84,2559,220,0,22
"ZCTA5 71024",46000,1152,545,37.2,0,885,236,0,0
"ZCTA5 71027",36849,986,527,47.3,40,701,245,0,0
"ZCTA5 71028",30054,1496,743,39.8,68,552,863,1,0
"ZCTA5 71029",50500,170,83,60.3,7,93,70,0,4
"ZCTA5 71030",55142,1285,650,36.8,26,798,327,0,36
"ZCTA5 71031",40250,767,419,60.1,0,735,0,29,0
"ZCTA5 71032",78250,2474,1276,45.4,113,1762,513,18,0
"ZCTA5 71033",59119,3445,1655,54.3,259,1936,1214,21,0
"ZCTA5 71034",NA,250,143,37.4,32,154,56,0,0
"ZCTA5 71037",68113,22090,10638,37.1,1421,16929,3328,211,75
"ZCTA5 71038",30328,3951,1910,49.5,52,1840,2003,0,0
"ZCTA5 71039",57959,2338,993,32.3,7,1718,585,0,0
"ZCTA5 71040",30813,7996,4739,38.4,53,3103,4589,19,2
"ZCTA5 71043",53365,402,175,49.5,2,239,153,0,1
"ZCTA5 71044",55551,704,376,41,7,550,129,0,5
"ZCTA5 71045",69899,734,414,41.3,0,688,5,0,0
"ZCTA5 71046",62625,907,432,40.6,140,620,125,0,2
"ZCTA5 71047",53214,11403,5523,42.1,421,8456,2084,13,217
"ZCTA5 71048",82975,130,105,65.5,0,69,61,0,0
"ZCTA5 71049",44500,3614,1764,36.3,72,2512,839,0,9
"ZCTA5 71051",67596,2383,1331,43,0,1833,503,0,47
"ZCTA5 71052",33304,9023,4195,39.6,86,2133,6499,46,33
"ZCTA5 71055",31629,17894,8707,40.6,233,9977,7276,75,0
"ZCTA5 71060",46768,2415,1171,48.3,3,2005,312,0,11
"ZCTA5 71061",34259,1859,895,35.4,156,1058,511,8,0
"ZCTA5 71063",41563,575,327,38,57,328,190,0,0
"ZCTA5 71064",41463,3719,1705,50.7,29,1790,1672,45,17
"ZCTA5 71065",28711,759,356,43.7,13,352,256,0,0
"ZCTA5 71066",NA,19,13,14.6,0,0,19,0,0
"ZCTA5 71067",NA,3221,1302,34.6,104,1871,1243,0,13
"ZCTA5 71068",28219,3453,1569,46.1,182,1872,1373,0,2
"ZCTA5 71069",22125,485,232,47.3,0,299,171,0,0
"ZCTA5 71070",52480,1299,611,53.2,8,852,387,1,18
"ZCTA5 71071",31121,2149,1133,45.7,6,1999,85,0,10
"ZCTA5 71072",66133,1424,723,48.6,3,1339,22,0,0
"ZCTA5 71073",38958,2545,1395,33.4,73,1062,1373,18,1
"ZCTA5 71075",32670,5737,2706,46.2,422,3316,1834,0,46
"ZCTA5 71078",93993,7673,3806,36.8,345,6718,448,9,71
"ZCTA5 71079",NA,229,62,19.9,0,101,9,0,0
"ZCTA5 71082",29755,3871,2118,33.8,24,2351,1402,4,0
"ZCTA5 71101",17999,6200,3241,51.8,180,1872,4008,29,18
"ZCTA5 71103",27135,6582,3383,44.6,85,930,5513,8,28
"ZCTA5 71104",50554,12264,5994,34.2,728,7071,3303,232,32
"ZCTA5 71105",62865,19705,8859,37.9,921,14425,3184,756,58
"ZCTA5 71106",68085,33470,15965,39.7,1372,17802,12720,451,146
"ZCTA5 71107",47024,33632,15782,36.1,761,14221,17599,71,61
"ZCTA5 71108",32742,19979,8451,30.1,582,2155,16837,8,43
"ZCTA5 71109",31377,17971,7966,37.3,63,1043,16789,0,0
"ZCTA5 71110",61953,3080,1846,24.4,257,2011,473,237,11
"ZCTA5 71111",65463,42953,22008,35.2,3249,24020,13314,1144,33
"ZCTA5 71112",57053,33084,16162,36.1,3211,20750,7765,576,249
"ZCTA5 71115",63714,14094,6578,39.4,252,9615,2829,901,38
"ZCTA5 71118",56933,25193,12504,36.4,891,9253,13792,428,15
"ZCTA5 71119",48533,10561,5405,48,77,3694,6440,281,0
"ZCTA5 71129",50996,12958,6290,38.5,407,3948,7951,95,14
"ZCTA5 71201",56521,20817,9699,39.1,365,12298,7072,513,43
"ZCTA5 71202",27627,26680,13578,35,580,3061,22543,89,39
"ZCTA5 71203",43298,40063,19549,33.5,777,18129,19276,591,14
"ZCTA5 71209",NA,1399,442,20.4,40,783,478,48,0
"ZCTA5 71212",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71218",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71219",60913,894,430,52.3,0,866,16,0,0
"ZCTA5 71220",37774,20973,10167,38.6,266,9521,10689,130,13
"ZCTA5 71222",33603,2801,1441,47.3,333,1445,986,0,0
"ZCTA5 71223",21250,407,203,53.5,51,208,148,0,0
"ZCTA5 71225",72018,7827,4046,39.1,255,7192,332,0,0
"ZCTA5 71226",42358,2134,1007,38.8,4,1457,510,0,0
"ZCTA5 71227",57746,3891,2043,38.6,171,3351,123,67,18
"ZCTA5 71229",52796,1588,893,50.1,54,1133,354,0,0
"ZCTA5 71230",NA,0,0,NA,0,0,0,0,0
"ZCTA5 71232",47823,5770,2819,41.4,130,3207,2266,0,20
"ZCTA5 71233",NA,174,92,21.1,0,169,0,0,5
"ZCTA5 71234",73616,5069,2360,32.7,7,4366,241,5,0
"ZCTA5 71235",46786,4206,2162,44.9,99,3354,568,7,16
"ZCTA5 71237",45801,1260,739,37.1,174,682,397,0,3
"ZCTA5 71238",54625,2305,1103,45,29,2196,0,0,6
"ZCTA5 71241",49015,8045,4197,51.6,294,5492,2139,6,29
"ZCTA5 71242",36667,67,38,19.3,0,67,0,0,0
"ZCTA5 71243",NA,203,114,45.3,0,203,0,0,0
"ZCTA5 71245",26067,4233,2344,22.1,31,344,3641,6,0
"ZCTA5 71247",28808,1243,578,38,16,530,637,11,8
"ZCTA5 71250",40750,53,32,62.5,0,45,0,0,0
"ZCTA5 71251",35091,7555,3987,41.7,235,4506,2527,1,56
"ZCTA5 71253",38125,367,168,70.2,0,321,5,0,0
"ZCTA5 71254",29008,6772,3857,33.5,105,1597,4794,0,50
"ZCTA5 71256",41094,641,319,37.7,8,220,413,0,0
"ZCTA5 71259",52276,1728,814,44.3,50,1385,271,0,1
"ZCTA5 71260",30983,2931,1381,42.4,5,2332,543,0,0
"ZCTA5 71261",23021,1302,558,52.6,0,669,615,1,0
"ZCTA5 71263",41576,6443,3181,42.5,170,5328,929,0,0
"ZCTA5 71264",54900,1022,490,35.6,0,525,490,0,0
"ZCTA5 71266",62250,1786,771,32.7,68,1436,248,1,5
"ZCTA5 71268",56935,2368,1188,47.7,0,1971,219,3,0
"ZCTA5 71269",46238,12865,6467,37.3,293,7773,4691,0,0
"ZCTA5 71270",36679,33112,15577,27.8,1045,17250,12573,552,213
"ZCTA5 71272",NA,1900,1178,19.8,152,1131,496,33,16
"ZCTA5 71275",32023,2403,1209,49,65,1380,931,0,0
"ZCTA5 71276",71827,177,88,42.8,0,58,106,0,0
"ZCTA5 71277",30625,1863,746,40.1,346,749,768,0,0
"ZCTA5 71279",NA,88,29,30.4,0,36,52,0,0
"ZCTA5 71280",73659,4965,2235,37.3,154,4239,568,17,2
"ZCTA5 71282",34457,9402,4489,36.3,294,2871,6150,0,12
"ZCTA5 71286",60347,379,155,50,5,357,17,0,0
"ZCTA5 71291",67448,34606,16488,38.4,842,28128,4575,456,161
"ZCTA5 71292",48800,21939,10520,40.8,787,15949,4648,140,4
"ZCTA5 71295",41923,14331,6893,36.7,309,8601,5027,44,9
"ZCTA5 71301",42314,19165,9331,38.3,720,6888,10499,348,65
"ZCTA5 71302",36012,13559,6265,35.5,131,1922,11100,53,16
"ZCTA5 71303",67717,23505,11007,37.5,901,13291,8330,459,94
"ZCTA5 71316",NA,60,32,69.1,0,60,0,0,0
"ZCTA5 71320",NA,67,28,62.4,0,67,0,0,0
"ZCTA5 71322",24588,5423,2410,57.1,106,3156,2001,0,0
"ZCTA5 71323",35875,1156,587,36.5,0,1038,0,6,0
